Sandown Park Station (Springvale),5:31,-,6:01,-,6:31,-,7:01,-,7:25,-,7:45,-,8:05,-,8:25,-,8:45,-,9:05,-,9:25,-,9:45,-,10:05,-,-,10:25,-,10:45,-,11:05,-,11:18,-,11:28,-,11:38,-,11:48,-,11:58,-,12:08,-,12:18,-,12:28,-,12:38,-,12:48,-,12:58,-,13:08,-,13:18,-,13:28,-,13:38,-,13:48,-,13:58,-,14:08,-,14:18,-,14:28,-,14:38,-,14:48,-,14:58,-,15:08,-,15:18,-,15:28,-,15:38,-,15:48,-,15:58,-,16:08,-,16:18,-,16:28,-,16:38,-,16:48,-,16:58,-,17:08,-,17:18,-,17:28,-,17:38,-,17:48,-,17:58,-,18:08,-,18:18,-,18:28,-,18:38,-,18:48,-,18:58,-,19:08,-,19:18,-,19:28,-,-,19:48,-,20:16,-,20:46,-,21:16,-,21:46,-,22:16,-,22:46,-,23:16,-,23:46,-,0:16,-,0:46,-,1:08,-,1:38,-
Noble Park Station (Noble Park),5:34,-,6:04,-,6:34,-,7:04,-,7:28,-,7:48,-,8:08,-,8:28,-,8:48,-,9:08,-,9:28,-,9:48,-,10:08,-,-,10:28,-,10:48,-,11:08,-,11:21,-,11:31,-,11:41,-,11:51,-,12:01,-,12:11,-,12:21,-,12:31,-,12:41,-,12:51,-,13:01,-,13:11,-,13:21,-,13:31,-,13:41,-,13:51,-,14:01,-,14:11,-,14:21,-,14:31,-,14:41,-,14:51,-,15:01,-,15:11,-,15:21,-,15:31,-,15:41,-,15:51,-,16:01,-,16:11,-,16:21,-,16:31,-,16:41,-,16:51,-,17:01,-,17:11,-,17:21,-,17:31,-,17:41,-,17:51,-,18:01,-,18:11,-,18:21,-,18:31,-,18:41,-,18:51,-,19:01,-,19:11,-,19:21,-,19:31,-,-,19:51,-,20:19,-,20:49,-,21:19,-,21:49,-,22:19,-,22:49,-,23:19,-,23:49,-,0:19,-,0:49,-,1:11,-,1:41,-
Yarraman Station (Noble Park),5:36,-,6:06,-,6:36,-,7:06,-,7:30,-,7:50,-,8:10,-,8:30,-,8:50,-,9:10,-,9:30,-,9:50,-,10:10,-,-,10:30,-,10:50,-,11:10,-,11:23,-,11:33,-,11:43,-,11:53,-,12:03,-,12:13,-,12:23,-,12:33,-,12:43,-,12:53,-,13:03,-,13:13,-,13:23,-,13:33,-,13:43,-,13:53,-,14:03,-,14:13,-,14:23,-,14:33,-,14:43,-,14:53,-,15:03,-,15:13,-,15:23,-,15:33,-,15:43,-,15:53,-,16:03,-,16:13,-,16:23,-,16:33,-,16:43,-,16:53,-,17:03,-,17:13,-,17:23,-,17:33,-,17:43,-,17:53,-,18:03,-,18:13,-,18:23,-,18:33,-,18:43,-,18:53,-,19:03,-,19:13,-,19:23,-,19:33,-,-,19:53,-,20:21,-,20:51,-,21:21,-,21:51,-,22:21,-,22:51,-,23:21,-,23:51,-,0:21,-,0:51,-,1:13,-,1:43,-
Dandenong Station (Dandenong),5:39,-,6:09,-,6:39,-,7:09,-,7:33,-,7:53,-,8:13,-,8:33,-,8:53,-,9:13,-,9:33,-,9:53,-,10:13,-,10:16,10:33,-,10:53,-,11:13,-,11:26,-,11:36,-,11:46,-,11:56,-,12:06,-,12:16,-,12:26,-,12:36,-,12:46,-,12:56,-,13:06,-,13:16,-,13:26,-,13:36,-,13:46,-,13:56,-,14:06,-,14:16,-,14:26,-,14:36,-,14:46,-,14:56,-,15:06,-,15:16,-,15:26,-,15:36,-,15:46,-,15:56,-,16:06,-,16:16,-,16:26,-,16:36,-,16:46,-,16:56,-,17:06,-,17:16,-,17:26,-,17:36,-,17:46,-,17:56,-,18:06,-,18:16,-,18:26,-,18:36,-,18:46,-,18:56,-,19:06,-,19:16,-,19:26,-,19:36,-,-,19:56,-,20:24,-,20:54,-,21:24,-,21:54,-,22:24,-,22:54,-,23:24,-,23:54,-,0:24,-,0:54,-,1:16,-,1:46,-
Hallam Station (Hallam),-,-,6:13,-,6:43,-,7:13,-,-,-,7:58,-,-,-,8:38,-,-,-,9:18,-,-,-,9:58,-,-,-,10:21,10:38,-,-,-,11:18,-,11:31,-,-,-,11:51,-,-,-,12:11,-,-,-,12:31,-,-,-,12:51,-,-,-,13:11,-,-,-,13:31,-,-,-,13:51,-,-,-,14:11,-,-,-,14:31,-,-,-,14:51,-,-,-,15:11,-,-,-,15:31,-,-,-,15:51,-,-,-,16:11,-,-,-,16:31,-,-,-,16:51,-,-,-,17:11,-,-,-,17:31,-,-,-,17:51,-,-,-,18:11,-,-,-,18:31,-,-,-,18:51,-,-,-,19:11,-,-,-,19:31,-,-,-,-,20:01,-,20:28,-,20:58,-,21:28,-,21:58,-,22:28,-,22:58,-,23:28,-,23:58,-,0:28,-,0:58,-,1:20,-,1:50,-
Narre Warren Station (Narre Warren),-,-,6:17,-,6:47,-,7:17,-,-,-,8:02,-,-,-,8:42,-,-,-,9:22,-,-,-,10:02,-,-,-,10:25,10:42,-,-,-,11:22,-,11:35,-,-,-,11:55,-,-,-,12:15,-,-,-,12:35,-,-,-,12:55,-,-,-,13:15,-,-,-,13:35,-,-,-,13:55,-,-,-,14:15,-,-,-,14:35,-,-,-,14:55,-,-,-,15:15,-,-,-,15:35,-,-,-,15:55,-,-,-,16:15,-,-,-,16:35,-,-,-,16:55,-,-,-,17:15,-,-,-,17:35,-,-,-,17:55,-,-,-,18:15,-,-,-,18:35,-,-,-,18:55,-,-,-,19:15,-,-,-,19:35,-,-,-,-,20:05,-,20:32,-,21:02,-,21:32,-,22:02,-,22:32,-,23:02,-,23:32,-,0:02,-,0:32,-,1:02,-,1:24,-,1:54,-
Berwick Station (Berwick),-,-,6:21,-,6:51,-,7:21,-,-,-,8:06,-,-,-,8:46,-,-,-,9:26,-,-,-,10:06,-,-,-,10:29,10:46,-,-,-,11:26,-,11:39,-,-,-,11:59,-,-,-,12:19,-,-,-,12:39,-,-,-,12:59,-,-,-,13:19,-,-,-,13:39,-,-,-,13:59,-,-,-,14:19,-,-,-,14:39,-,-,-,14:59,-,-,-,15:19,-,-,-,15:39,-,-,-,15:59,-,-,-,16:19,-,-,-,16:39,-,-,-,16:59,-,-,-,17:19,-,-,-,17:39,-,-,-,17:59,-,-,-,18:19,-,-,-,18:39,-,-,-,18:59,-,-,-,19:19,-,-,-,19:39,-,-,-,-,20:09,-,20:36,-,21:06,-,21:36,-,22:06,-,22:36,-,23:06,-,23:36,-,0:06,-,0:36,-,1:06,-,1:28,-,1:58,-
Beaconsfield Station (Beaconsfield),-,-,6:23,-,6:53,-,7:23,-,-,-,8:08,-,-,-,8:48,-,-,-,9:28,-,-,-,10:08,-,-,-,10:31,10:48,-,-,-,11:28,-,11:41,-,-,-,12:01,-,-,-,12:21,-,-,-,12:41,-,-,-,13:01,-,-,-,13:21,-,-,-,13:41,-,-,-,14:01,-,-,-,14:21,-,-,-,14:41,-,-,-,15:01,-,-,-,15:21,-,-,-,15:41,-,-,-,16:01,-,-,-,16:21,-,-,-,16:41,-,-,-,17:01,-,-,-,17:21,-,-,-,17:41,-,-,-,18:01,-,-,-,18:21,-,-,-,18:41,-,-,-,19:01,-,-,-,19:21,-,-,-,19:41,-,-,-,-,20:11,-,20:38,-,21:08,-,21:38,-,22:08,-,22:38,-,23:08,-,23:38,-,0:08,-,0:38,-,1:08,-,1:30,-,2:00,-
Officer Station (Officer),-,-,6:27,-,6:57,-,7:27,-,-,-,8:12,-,-,-,8:52,-,-,-,9:32,-,-,-,10:12,-,-,-,10:35,10:52,-,-,-,11:32,-,11:45,-,-,-,12:05,-,-,-,12:25,-,-,-,12:45,-,-,-,13:05,-,-,-,13:25,-,-,-,13:45,-,-,-,14:05,-,-,-,14:25,-,-,-,14:45,-,-,-,15:05,-,-,-,15:25,-,-,-,15:45,-,-,-,16:05,-,-,-,16:25,-,-,-,16:45,-,-,-,17:05,-,-,-,17:25,-,-,-,17:45,-,-,-,18:05,-,-,-,18:25,-,-,-,18:45,-,-,-,19:05,-,-,-,19:25,-,-,-,19:45,-,-,-,-,20:15,-,20:42,-,21:12,-,21:42,-,22:12,-,22:42,-,23:12,-,23:42,-,0:12,-,0:42,-,1:12,-,1:34,-,2:04,-
Cardinia Road Station (Pakenham),-,-,6:30,-,7:00,-,7:30,-,-,-,8:15,-,-,-,8:55,-,-,-,9:35,-,-,-,10:15,-,-,-,10:38,10:55,-,-,-,11:35,-,11:48,-,-,-,12:08,-,-,-,12:28,-,-,-,12:48,-,-,-,13:08,-,-,-,13:28,-,-,-,13:48,-,-,-,14:08,-,-,-,14:28,-,-,-,14:48,-,-,-,15:08,-,-,-,15:28,-,-,-,15:48,-,-,-,16:08,-,-,-,16:28,-,-,-,16:48,-,-,-,17:08,-,-,-,17:28,-,-,-,17:48,-,-,-,18:08,-,-,-,18:28,-,-,-,18:48,-,-,-,19:08,-,-,-,19:28,-,-,-,19:48,-,-,-,-,20:18,-,20:45,-,21:15,-,21:45,-,22:15,-,22:45,-,23:15,-,23:45,-,0:15,-,0:45,-,1:15,-,1:37,-,2:07,-
Pakenham Station (Pakenham),-,-,6:37,-,7:07,-,7:37,-,-,-,8:22,-,-,-,9:02,-,-,-,9:42,-,-,-,10:22,-,-,-,10:45,11:02,-,-,-,11:42,-,11:56,-,-,-,12:16,-,-,-,12:36,-,-,-,12:56,-,-,-,13:16,-,-,-,13:36,-,-,-,13:56,-,-,-,14:16,-,-,-,14:36,-,-,-,14:56,-,-,-,15:16,-,-,-,15:36,-,-,-,15:56,-,-,-,16:16,-,-,-,16:36,-,-,-,16:56,-,-,-,17:16,-,-,-,17:36,-,-,-,17:56,-,-,-,18:16,-,-,-,18:36,-,-,-,18:56,-,-,-,19:16,-,-,-,19:36,-,-,-,19:56,-,-,-,-,20:25,-,20:52,-,21:22,-,21:52,-,22:22,-,22:52,-,23:22,-,23:52,-,0:22,-,0:52,-,1:22,-,1:44,-,2:14,-
