Hurstbridge Station (Hurstbridge),6:46,-,7:26,-,8:06,-,8:46,-,9:26,-,-,-,10:06,-,-,-,10:46,-,-,-,11:26,-,-,-,12:04,-,-,-,12:41,-,-,-,13:20,-,-,-,14:00,-,-,-,14:40,-,-,-,15:20,-,-,-,16:00,-,-,-,16:40,-,-,-,17:20,-,-,-,18:00,-,-,-,18:40,-,-,-,19:20,-,19:57,-,-,-,20:56,-,-,-,21:56,-,-,-,22:56,-
Wattle Glen Station (Wattle Glen),6:50,-,7:30,-,8:10,-,8:50,-,9:30,-,-,-,10:10,-,-,-,10:50,-,-,-,11:30,-,-,-,12:08,-,-,-,12:45,-,-,-,13:24,-,-,-,14:04,-,-,-,14:44,-,-,-,15:24,-,-,-,16:04,-,-,-,16:44,-,-,-,17:24,-,-,-,18:04,-,-,-,18:44,-,-,-,19:24,-,20:01,-,-,-,21:00,-,-,-,22:00,-,-,-,23:00,-
Diamond Creek Station (Diamond Creek),6:54,-,7:34,-,8:14,-,8:54,-,9:34,-,-,-,10:14,-,-,-,10:54,-,-,-,11:34,-,-,-,12:12,-,-,-,12:49,-,-,-,13:28,-,-,-,14:08,-,-,-,14:48,-,-,-,15:28,-,-,-,16:08,-,-,-,16:48,-,-,-,17:28,-,-,-,18:08,-,-,-,18:48,-,-,-,19:28,-,20:05,-,-,-,21:04,-,-,-,22:04,-,-,-,23:04,-
Diamond Creek Station (Diamond Creek),6:54,-,7:34,-,8:14,-,8:54,-,9:34,-,-,-,10:14,-,-,-,10:54,-,-,-,11:34,-,-,-,12:12,-,-,-,12:49,-,-,-,13:28,-,-,-,14:08,-,-,-,14:48,-,-,-,15:28,-,-,-,16:08,-,-,-,16:48,-,-,-,17:28,-,-,-,18:08,-,-,-,18:48,-,-,-,19:28,-,20:05,-,-,-,21:04,-,-,-,22:04,-,-,-,23:04,-
Eltham Station (Eltham),7:01,-,7:41,-,8:21,-,9:01,-,9:41,-,-,-,10:21,-,-,-,11:01,-,-,-,11:41,-,-,-,12:19,-,-,-,12:56,-,-,-,13:35,-,-,-,14:15,-,-,-,14:55,-,-,-,15:35,-,-,-,16:15,-,-,-,16:55,-,-,-,17:35,-,-,-,18:15,-,-,-,18:55,-,-,-,19:35,-,20:12,-,-,-,21:11,-,-,-,22:11,-,-,-,23:11,-
Eltham Station (Eltham),7:01,-,7:41,-,8:21,-,9:01,-,9:41,-,10:01,-,10:21,-,10:41,-,11:01,-,11:21,-,11:41,-,12:01,-,12:21,-,12:41,-,13:01,-,13:21,-,13:41,-,14:01,-,14:21,-,14:41,-,15:01,-,15:21,-,15:41,-,16:01,-,16:21,-,16:41,-,17:01,-,17:21,-,17:41,-,18:01,-,18:21,-,18:41,-,19:01,-,19:21,-,19:41,-,20:12,-,20:41,-,21:11,-,21:41,-,22:11,-,22:41,-,23:11,-
Montmorency Station (Montmorency),7:05,-,7:45,-,8:25,-,9:05,-,9:45,-,10:05,-,10:25,-,10:45,-,11:05,-,11:25,-,11:45,-,12:05,-,12:25,-,12:45,-,13:05,-,13:25,-,13:45,-,14:05,-,14:25,-,14:45,-,15:05,-,15:25,-,15:45,-,16:05,-,16:25,-,16:45,-,17:05,-,17:25,-,17:45,-,18:05,-,18:25,-,18:45,-,19:05,-,19:25,-,19:45,-,20:16,-,20:45,-,21:15,-,21:45,-,22:15,-,22:45,-,23:15,-
Greensborough Station (Greensborough),7:07,-,7:47,-,8:27,-,9:07,-,9:47,-,10:08,-,10:28,-,10:48,-,11:08,-,11:28,-,11:48,-,12:08,-,12:28,-,12:48,-,13:08,-,13:28,-,13:48,-,14:08,-,14:28,-,14:48,-,15:08,-,15:28,-,15:48,-,16:08,-,16:28,-,16:48,-,17:08,-,17:28,-,17:48,-,18:08,-,18:28,-,18:48,-,19:08,-,19:28,-,19:48,-,20:19,-,20:48,-,21:18,-,21:48,-,22:18,-,22:48,-,23:18,-
Greensborough Station (Greensborough),7:07,-,7:47,-,8:27,-,9:07,-,9:47,-,10:08,-,10:28,-,10:48,-,11:08,-,11:28,-,11:48,-,12:08,-,12:28,-,12:48,-,13:08,-,13:28,-,13:48,-,14:08,-,14:28,-,14:48,-,15:08,-,15:28,-,15:48,-,16:08,-,16:28,-,16:48,-,17:08,-,17:28,-,17:48,-,18:08,-,18:28,-,18:48,-,19:08,-,19:28,-,19:48,-,20:19,-,20:48,-,21:18,-,21:48,-,22:18,-,22:48,-,23:18,-
Watsonia Station (Watsonia),7:11,-,7:51,-,8:31,-,9:11,-,9:51,-,10:12,-,10:32,-,10:52,-,11:12,-,11:32,-,11:52,-,12:12,-,12:32,-,12:52,-,13:12,-,13:32,-,13:52,-,14:12,-,14:32,-,14:52,-,15:12,-,15:32,-,15:52,-,16:12,-,16:32,-,16:52,-,17:12,-,17:32,-,17:52,-,18:12,-,18:32,-,18:52,-,19:12,-,19:32,-,19:52,-,20:23,-,20:52,-,21:22,-,21:52,-,22:22,-,22:52,-,23:22,-
Macleod Station (Macleod),7:14,-,7:54,-,8:34,-,9:14,-,9:54,-,10:15,-,10:35,-,10:55,-,11:15,-,11:35,-,11:55,-,12:15,-,12:35,-,12:55,-,13:15,-,13:35,-,13:55,-,14:15,-,14:35,-,14:55,-,15:15,-,15:35,-,15:55,-,16:15,-,16:35,-,16:55,-,17:15,-,17:35,-,17:55,-,18:15,-,18:35,-,18:55,-,19:15,-,19:35,-,19:55,-,20:26,-,20:55,-,21:25,-,21:55,-,22:25,-,22:55,-,23:25,-
Rosanna Station (Rosanna),7:17,-,7:57,-,8:37,-,9:17,-,9:57,-,10:18,-,10:38,-,10:58,-,11:18,-,11:38,-,11:58,-,12:18,-,12:38,-,12:58,-,13:18,-,13:38,-,13:58,-,14:18,-,14:38,-,14:58,-,15:18,-,15:38,-,15:58,-,16:18,-,16:38,-,16:58,-,17:18,-,17:38,-,17:58,-,18:18,-,18:38,-,18:58,-,19:18,-,19:38,-,19:58,-,20:28,-,20:57,-,21:27,-,21:57,-,22:27,-,22:57,-,23:27,-
Heidelberg Station (Heidelberg),7:19,-,7:59,-,8:39,-,9:19,-,9:59,-,10:20,-,10:40,-,11:00,-,11:20,-,11:40,-,12:00,-,12:20,-,12:40,-,13:00,-,13:20,-,13:40,-,14:00,-,14:20,-,14:40,-,15:00,-,15:20,-,15:40,-,16:00,-,16:20,-,16:40,-,17:00,-,17:20,-,17:40,-,18:00,-,18:20,-,18:40,-,19:00,-,19:20,-,19:40,-,20:00,-,20:30,-,20:59,-,21:29,-,21:59,-,22:29,-,22:59,-,23:29,-
Eaglemont Station (Eaglemont),7:21,-,8:01,-,8:41,-,9:21,-,10:01,-,10:22,-,10:42,-,11:02,-,11:22,-,11:42,-,12:02,-,12:22,-,12:42,-,13:02,-,13:22,-,13:42,-,14:02,-,14:22,-,14:42,-,15:02,-,15:22,-,15:42,-,16:02,-,16:22,-,16:42,-,17:02,-,17:22,-,17:42,-,18:02,-,18:22,-,18:42,-,19:02,-,19:22,-,19:42,-,20:02,-,20:32,-,21:01,-,21:31,-,22:01,-,22:31,-,23:01,-,23:31,-
